event_key,market,selection,line,price,snapshot_ts
Philadelphia Eagles @ Jacksonville Jaguars,total,under,43.5,-102,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,moneyline,away,,-218,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,moneyline,home,,180,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,spread,home,4.5,,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,total,over,42.5,-110,2026-07-09T21:12:54Z
Philadelphia Eagles @ Tennessee Titans,total,under,42.5,-110,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,moneyline,away,,-162,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,moneyline,home,,136,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,spread,home,3.0,,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,total,over,41.5,-110,2026-07-09T21:12:54Z
Pittsburgh Steelers @ Cleveland Browns,total,under,41.5,-110,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,moneyline,away,,185,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,moneyline,home,,-225,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,spread,home,-4.5,,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,total,over,43.5,-110,2026-07-09T21:12:54Z
Pittsburgh Steelers @ New England Patriots,total,under,43.5,-110,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,moneyline,away,,145,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,moneyline,home,,-175,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,spread,home,-3.0,,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,total,over,48.5,-110,2026-07-09T21:12:54Z
San Francisco 49ers @ Los Angeles Rams,total,under,48.5,-110,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,moneyline,away,,164,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,moneyline,home,,-198,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,spread,home,-3.5,,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,total,over,48.5,-110,2026-07-09T21:12:54Z
San Francisco 49ers @ Seattle Seahawks,total,under,48.5,-110,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,moneyline,away,,-485,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,moneyline,home,,370,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,spread,home,10.0,,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,total,over,44.5,-110,2026-07-09T21:12:54Z
Seattle Seahawks @ Arizona Cardinals,total,under,44.5,-110,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,moneyline,away,,-130,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,moneyline,home,,110,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,spread,home,1.5,,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,total,over,43.5,-110,2026-07-09T21:12:54Z
Seattle Seahawks @ Denver Broncos,total,under,43.5,-110,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,moneyline,away,,-198,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,moneyline,home,,164,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,spread,home,3.5,,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,total,over,46.5,-110,2026-07-09T21:12:54Z
Seattle Seahawks @ Washington Commanders,total,under,46.5,-110,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,moneyline,away,,164,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,moneyline,home,,-198,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,spread,home,-3.5,,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,total,over,50.5,-115,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Cincinnati Bengals,total,under,50.5,-105,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,moneyline,away,,170,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,moneyline,home,,-205,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,spread,home,-3.5,,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,total,over,52.5,-110,2026-07-09T21:12:54Z
Tampa Bay Buccaneers @ Dallas Cowboys,total,under,52.5,-110,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,moneyline,away,,310,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,moneyline,home,,-395,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,spread,home,-8.5,,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,total,over,47.5,-110,2026-07-09T21:12:54Z
Tennessee Titans @ Baltimore Ravens,total,under,47.5,-110,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,moneyline,away,,150,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,moneyline,home,,-180,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,spread,home,-3.0,,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,total,over,45.5,-110,2026-07-09T21:12:54Z
Tennessee Titans @ New York Giants,total,under,45.5,-110,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,moneyline,away,,170,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,moneyline,home,,-205,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,spread,home,-4.5,,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,total,over,51.5,-110,2026-07-09T21:12:54Z
Washington Commanders @ Dallas Cowboys,total,under,51.5,-110,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,moneyline,away,,195,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,moneyline,home,,-238,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,spread,home,-5.5,,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,total,over,46.5,-110,2026-07-09T21:12:54Z
Washington Commanders @ Philadelphia Eagles,total,under,46.5,-110,2026-07-09T21:12:54Z
