event_id,commence_time,home,away,bookmaker_key,bookmaker,book_last_update,market,outcome_name,outcome_price,outcome_point,date
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,draftkings,DraftKings,,spreads,Carolina Hurricanes,164,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,draftkings,DraftKings,,spreads,Montréal Canadiens,-198,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,draftkings,DraftKings,,totals,Over,-130,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,draftkings,DraftKings,,totals,Under,110,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betrivers,BetRivers,,h2h,Carolina Hurricanes,-152,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betrivers,BetRivers,,h2h,Montréal Canadiens,125,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betrivers,BetRivers,,spreads,Carolina Hurricanes,160,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betrivers,BetRivers,,spreads,Montréal Canadiens,-205,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betrivers,BetRivers,,totals,Over,-132,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betrivers,BetRivers,,totals,Under,105,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,lowvig,LowVig.ag,,h2h,Carolina Hurricanes,-149,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,lowvig,LowVig.ag,,h2h,Montréal Canadiens,131,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,lowvig,LowVig.ag,,spreads,Carolina Hurricanes,157,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,lowvig,LowVig.ag,,spreads,Montréal Canadiens,-180,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,lowvig,LowVig.ag,,totals,Over,-126,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,lowvig,LowVig.ag,,totals,Under,110,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,williamhill_us,Caesars,,h2h,Carolina Hurricanes,-150,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,williamhill_us,Caesars,,h2h,Montréal Canadiens,126,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,williamhill_us,Caesars,,spreads,Carolina Hurricanes,162,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,williamhill_us,Caesars,,spreads,Montréal Canadiens,-195,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,williamhill_us,Caesars,,totals,Over,-110,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,williamhill_us,Caesars,,totals,Under,-110,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betonlineag,BetOnline.ag,,h2h,Carolina Hurricanes,-149,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betonlineag,BetOnline.ag,,h2h,Montréal Canadiens,131,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betonlineag,BetOnline.ag,,spreads,Carolina Hurricanes,157,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betonlineag,BetOnline.ag,,spreads,Montréal Canadiens,-180,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betonlineag,BetOnline.ag,,totals,Over,-126,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betonlineag,BetOnline.ag,,totals,Under,110,5.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betmgm,BetMGM,,h2h,Carolina Hurricanes,-150,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betmgm,BetMGM,,h2h,Montréal Canadiens,125,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betmgm,BetMGM,,spreads,Carolina Hurricanes,165,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betmgm,BetMGM,,spreads,Montréal Canadiens,-200,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betmgm,BetMGM,,totals,Over,-102,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betmgm,BetMGM,,totals,Under,-118,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betus,BetUS,,h2h,Carolina Hurricanes,-150,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betus,BetUS,,h2h,Montréal Canadiens,129,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betus,BetUS,,spreads,Carolina Hurricanes,164,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betus,BetUS,,spreads,Montréal Canadiens,-190,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betus,BetUS,,totals,Over,100,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,betus,BetUS,,totals,Under,-120,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,mybookieag,MyBookie.ag,,h2h,Carolina Hurricanes,-154,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,mybookieag,MyBookie.ag,,h2h,Montréal Canadiens,126,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,mybookieag,MyBookie.ag,,spreads,Carolina Hurricanes,159,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,mybookieag,MyBookie.ag,,spreads,Montréal Canadiens,-197,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,mybookieag,MyBookie.ag,,totals,Over,-103,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,mybookieag,MyBookie.ag,,totals,Under,-118,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,bovada,Bovada,,h2h,Carolina Hurricanes,-150,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,bovada,Bovada,,h2h,Montréal Canadiens,130,,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,bovada,Bovada,,spreads,Carolina Hurricanes,160,-1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,bovada,Bovada,,spreads,Montréal Canadiens,-185,1.5,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,bovada,Bovada,,totals,Over,100,6.0,2026-05-25
522fe470a35764a2541da5b6eac510f5,2026-05-26T00:20:00Z,Montréal Canadiens,Carolina Hurricanes,bovada,Bovada,,totals,Under,-120,6.0,2026-05-25
